LSTM_MSE,LSTM_MAE,LSTM_R2,LSTM_RMSE,Refined_MSE,Refined_MAE,Refined_R2,Refined_RMSE,Actual_MSE,Actual_MAE,Actual_R2,Actual_RMSE
0.004746187914613155,0.041416488032898435,0.8361174672310017,0.06889258243536205,0.006523411485195437,0.054236457433610163,0.7747511864845036,0.08076763884870869,226631.58183505005,319.6790228048332,0.7747511902565599,476.0583807003612
