VOLTAGE,CURRENT,PF,PowerConsumption_Zone1,WEEKEND/WEEKDAY,SEASON,Temp_(F),Humidity_(%),Datetime,hour,day,month,dayofweek,quarter,is_weekend,hour_sin,hour_cos,month_sin,month_cos,day_sin,day_cos,power_roll_mean_24,power_roll_std_24,power_roll_max_24,power_roll_min_24,power_lag_1,power_lag_24,power_lag_168,power_diff_1,power_diff_24,LSTM_Prediction,Actual_Power
11.6,108,0.92,1996.320192,0,1,86,34,2021-11-10 07:00:00,7,10,11,2,4,0,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,1567.1967376416667,448.4742747581342,2414.028493,800.3598936,1771.160515,1896.846782,1951.518965,225.15967699999987,99.47340999999983,1706.4543,1996.320192
11.6,103,0.92,1903.89796,0,1,86,34,2021-11-10 08:00:00,8,10,11,2,4,0,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,1567.5483439333332,448.74604963448854,2414.028493,800.3598936,1996.320192,1895.459409,2097.426925,-92.4222319999999,8.438550999999961,1799.9347,1903.89796
11.6,101,0.92,1866.929068,0,1,81,39,2021-11-10 09:00:00,9,10,11,2,4,0,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,1568.5947913083335,449.4421710380099,2414.028493,800.3598936,1903.89796,1841.814331,2115.353651,-36.968892000000096,25.114736999999877,1842.8203,1866.929068
11.6,98,0.92,1811.475729,0,1,81,39,2021-11-10 10:00:00,10,10,11,2,4,0,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,1566.5149591,448.1419320786042,2414.028493,800.3598936,1866.929068,1861.391702,2115.353651,-55.453338999999914,-49.915972999999894,1811.5697,1811.4757289999998
11.5,108,0.92,1979.110535,0,1,81,39,2021-11-10 11:00:00,11,10,11,2,4,0,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,1548.3933775166668,420.3100262308948,2360.383415,800.3598936,1811.475729,2414.028493,2079.18843,167.63480600000003,-434.91795799999977,1775.035,1979.110535
11.6,103,0.92,1903.89796,0,1,71,65,2021-11-10 12:00:00,12,10,11,2,4,0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,1529.373150225,391.29468199032857,1996.320192,800.3598936,1979.110535,2360.383415,2042.71144,-75.21257500000002,-456.4854549999998,1755.112,1903.89796
11.7,100,0.92,1864.379489,0,1,71,65,2021-11-10 13:00:00,13,10,11,2,4,0,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,1531.0584356416666,392.70305950057445,1996.320192,800.3598936,1903.89796,1823.932639,1971.939844,-39.51847100000009,40.44684999999981,1743.0864,1864.379489
11.6,103,0.92,1903.89796,0,1,71,65,2021-11-10 14:00:00,14,10,11,2,4,0,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,1530.6649714333334,392.30791460379186,1996.320192,800.3598936,1864.379489,1913.341101,1913.015476,39.51847100000009,-9.443140999999969,1709.746,1903.89796
11.6,103,0.92,1903.89796,0,1,69,78,2021-11-10 15:00:00,15,10,11,2,4,0,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,1539.212353475,398.31819104187645,1996.320192,800.3598936,1903.89796,1698.760791,1637.099782,0.0,205.13716900000009,1590.2004,1903.89796
11.6,100,0.92,1848.444622,0,1,69,78,2021-11-10 16:00:00,16,10,11,2,4,0,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,1540.2336861,399.1106248660243,1996.320192,800.3598936,1903.89796,1823.932639,1434.761607,-55.45333800000003,24.511982999999873,1462.8771,1848.444622
11.7,99,0.92,1845.735694,0,1,69,78,2021-11-10 17:00:00,17,10,11,2,4,0,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,1536.7295308083333,395.8974920438623,1996.320192,800.3598936,1848.444622,1929.835421,1294.933145,-2.7089280000000144,-84.09972700000003,1076.7744,1845.735694
11.7,60,0.92,1118.627694,0,1,66,90,2021-11-10 18:00:00,18,10,11,2,4,0,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,1535.9949247666666,396.6884603722287,1996.320192,800.3598936,1845.735694,1136.258239,1122.057154,-727.108,-17.630544999999984,910.7252,1118.627694
11.8,57,0.92,1071.779183,0,1,66,90,2021-11-10 19:00:00,19,10,11,2,4,0,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,1533.3082974333336,399.7202011292853,1996.320192,800.3598936,1118.627694,1136.258239,1057.83271,-46.84851099999992,-64.4790559999999,831.4882,1071.779183
11.8,48,0.92,902.5508912,0,1,66,90,2021-11-10 20:00:00,20,10,11,2,4,0,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,1527.3279590250002,408.3081575263288,1996.320192,800.3598936,1071.779183,1046.079013,966.6402352,-169.22829180000008,-143.5281218,723.71326,902.5508912
11.8,45,0.92,846.1414605,0,1,67,88,2021-11-10 21:00:00,21,10,11,2,4,0,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,1523.5061889166666,414.4485263061392,1996.320192,800.3598936,902.5508912,937.8639431,919.7189788,-56.40943070000003,-91.72248260000003,725.5133,846.1414605
11.8,45,0.92,846.1414605,0,1,67,88,2021-11-10 22:00:00,22,10,11,2,4,0,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,1524.9448736166667,411.9221005294961,1996.320192,800.3598936,846.1414605,811.6130277,827.7470809,0.0,34.52843280000002,724.5062,846.1414605
11.8,45,0.92,846.1414605,0,1,67,88,2021-11-10 23:00:00,23,10,11,2,4,0,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,1526.8524389041668,408.5126328668642,1996.320192,846.1414605,846.1414605,800.3598936,827.7470809,0.0,45.78156690000003,720.9146,846.1414605
11.6,69,0.93,1289.290124,0,1,73,72,2021-11-11 00:00:00,0,11,11,3,4,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1523.0878264875,410.3404522770427,1996.320192,846.1414605,846.1414605,1379.640822,1456.850451,443.1486635000001,-90.35069799999997,811.47833,1289.290124
11.6,69,0.93,1289.290124,0,1,73,72,2021-11-11 01:00:00,1,11,11,3,4,0,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1519.3232140708333,412.1242838638023,1996.320192,846.1414605,1289.290124,1379.640822,1456.850451,0.0,-90.35069799999997,1032.2585,1289.290124
11.6,69,0.93,1289.290124,0,1,73,72,2021-11-11 02:00:00,2,11,11,3,4,0,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1515.5586016541665,413.86469641392387,1996.320192,846.1414605,1289.290124,1379.640822,1456.850451,0.0,-90.35069799999997,1042.2552,1289.290124
11.5,71,0.93,1315.22412,0,1,80,44,2021-11-11 03:00:00,3,11,11,3,4,0,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1513.3658974875,414.8196094458645,1996.320192,846.1414605,1289.290124,1367.84902,1456.850451,25.93399599999998,-52.624900000000025,1086.815,1315.2241199999999
11.4,75,0.93,1377.2402,0,1,80,44,2021-11-11 04:00:00,4,11,11,3,4,0,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1513.7571966541666,414.680781465155,1996.320192,846.1414605,1315.22412,1367.84902,1733.467625,62.016079999999874,9.39117999999985,1202.3302,1377.2402
11.6,81,0.93,1513.514493,0,1,80,44,2021-11-11 05:00:00,5,11,11,3,4,0,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1512.6824591125003,414.6451047143172,1996.320192,846.1414605,1377.2402,1539.308194,1718.651663,136.27429299999994,-25.793701000000056,1391.0951,1513.514493
11.6,89,0.93,1662.997406,0,1,83,38,2021-11-11 06:00:00,6,11,11,3,4,0,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1508.1756629041665,412.29470014491534,1996.320192,846.1414605,1513.514493,1771.160515,1919.770474,149.48291300000005,-108.16310900000008,1540.2825,1662.997406
11.6,105,0.93,1961.963232,0,1,83,38,2021-11-11 07:00:00,7,11,11,3,4,0,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1506.7441229041667,410.5821978749341,1979.110535,846.1414605,1662.997406,1996.320192,2157.613959,298.9658260000001,-34.356959999999845,1679.0461,1961.963232
11.6,105,0.93,1961.963232,0,1,83,38,2021-11-11 08:00:00,8,11,11,3,4,0,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1509.1635092375,413.1870211623938,1979.110535,846.1414605,1961.963232,1903.89796,2194.496249,0.0,58.06527200000005,1895.7787,1961.963232
11.5,107,0.93,1982.098322,0,1,81,45,2021-11-11 09:00:00,9,11,11,3,4,0,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1513.9622281541667,418.16157214960504,1982.098322,846.1414605,1961.963232,1866.929068,2306.246435,20.13508999999999,115.16925400000014,1928.084,1982.098322
11.5,105,0.93,1945.049756,0,1,81,45,2021-11-11 10:00:00,10,11,11,3,4,0,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1519.5278126125002,423.15266366676764,1982.098322,846.1414605,1982.098322,1811.475729,2269.048912,-37.048566000000164,133.5740269999999,1960.7775,1945.0497559999997
11.5,105,0.93,1945.049756,0,1,81,45,2021-11-11 11:00:00,11,11,11,3,4,0,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1518.1086134875002,421.5985300398158,1982.098322,846.1414605,1945.049756,1979.110535,1973.202509,0.0,-34.06077900000014,1945.7377,1945.0497559999997
11.5,105,0.93,1945.049756,0,1,76,72,2021-11-11 12:00:00,12,11,11,3,4,0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1519.8232716541668,423.3159540669008,1982.098322,846.1414605,1945.049756,1903.89796,2065.408234,0.0,41.15179599999988,1858.4385,1945.0497559999997
11.5,105,0.93,1945.049756,0,1,76,72,2021-11-11 13:00:00,13,11,11,3,4,0,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1523.1845327791668,426.47924423215835,1982.098322,846.1414605,1945.049756,1864.379489,2102.605757,0.0,80.67026699999997,1826.1681,1945.0497559999997
11.6,105,0.93,1961.963232,0,1,76,72,2021-11-11 14:00:00,14,11,11,3,4,0,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1525.6039191125,428.8907889467461,1982.098322,846.1414605,1945.049756,1903.89796,2231.851389,16.913476000000173,58.06527200000005,1763.5052,1961.963232
11.6,105,0.93,1961.963232,0,1,77,62,2021-11-11 15:00:00,15,11,11,3,4,0,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1528.0233054458333,431.27468749220463,1982.098322,846.1414605,1961.963232,1903.89796,2176.055104,0.0,58.06527200000005,1686.0524,1961.963232
11.7,94,0.93,1771.565815,0,1,77,62,2021-11-11 16:00:00,16,11,11,3,4,0,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1524.8200218208333,429.0711686624116,1982.098322,846.1414605,1961.963232,1848.444622,2120.258819,-190.39741700000013,-76.87880700000005,1533.1718,1771.565815
11.7,100,0.93,1884.644484,0,1,77,62,2021-11-11 17:00:00,17,11,11,3,4,0,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1526.4412214041668,430.4078578812709,1982.098322,846.1414605,1771.565815,1845.735694,2083.849379,113.07866899999999,38.908789999999954,1174.2249,1884.644484
11.7,60,0.93,1130.78669,0,1,69,83,2021-11-11 18:00:00,18,11,11,3,4,0,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1526.9478462375,429.9138300886444,1982.098322,846.1414605,1884.644484,1118.627694,1153.123217,-753.857794,12.158995999999888,1002.08765,1130.78669
11.7,57,0.93,1074.247356,0,1,69,83,2021-11-11 19:00:00,19,11,11,3,4,0,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1527.0506867791667,429.8004945661382,1982.098322,846.1414605,1130.78669,1071.779183,1124.909842,-56.539333999999826,2.468172999999979,756.09985,1074.247356
11.7,48,0.93,904.6293522,0,1,69,83,2021-11-11 20:00:00,20,11,11,3,4,0,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1527.1372893208334,429.6693795200695,1982.098322,846.1414605,1074.247356,902.5508912,1069.586407,-169.6180038000001,2.0784609999999475,740.771,904.6293522
11.7,45,0.93,848.0900177,0,1,74,79,2021-11-11 21:00:00,21,11,11,3,4,0,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1527.218479204167,429.5352676240515,1982.098322,846.1414605,904.6293522,846.1414605,1041.530648,-56.539334499999995,1.948557199999982,709.4704,848.0900177
11.7,45,0.93,848.0900177,0,1,74,79,2021-11-11 22:00:00,22,11,11,3,4,0,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1527.2996690875,429.4010978232072,1982.098322,846.1414605,848.0900177,846.1414605,948.5368402,0.0,1.948557199999982,763.7558,848.0900177
11.7,45,0.93,848.0900177,0,1,74,79,2021-11-11 23:00:00,23,11,11,3,4,0,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1527.3808589708333,429.26687006324096,1982.098322,848.0900177,848.0900177,846.1414605,911.339317,0.0,1.948557199999982,832.03674,848.0900177
11.6,87,0.93,1625.626678,0,1,77,71,2021-11-12 00:00:00,0,12,11,4,4,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1541.3948820541666,426.6381557431326,1982.098322,848.0900177,848.0900177,1289.290124,1393.365593,777.5366603000001,336.336554,950.0601,1625.626678
11.6,87,0.93,1625.626678,0,1,77,71,2021-11-12 01:00:00,1,12,11,4,4,0,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1555.4089051375001,423.5095309593766,1982.098322,848.0900177,1625.626678,1289.290124,1393.365593,0.0,336.336554,1500.6743,1625.626678
11.6,87,0.93,1625.626678,0,1,77,71,2021-11-12 02:00:00,2,12,11,4,4,0,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1569.4229282208335,419.86982073790494,1982.098322,848.0900177,1625.626678,1289.290124,1393.365593,0.0,336.336554,1487.296,1625.626678
11.5,87,0.93,1611.612655,0,1,85,58,2021-11-12 03:00:00,3,12,11,4,4,0,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1581.7724505125,416.41263025126574,1982.098322,848.0900177,1625.626678,1315.22412,1417.389137,-14.01402300000018,296.3885349999998,1560.5814,1611.6126549999997
11.5,87,0.93,1611.612655,0,1,85,58,2021-11-12 04:00:00,4,12,11,4,4,0,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1591.5379694708333,414.1495338120725,1982.098322,848.0900177,1611.612655,1377.2402,1381.35382,0.0,234.37245499999995,1642.1344,1611.6126549999997
11.6,89,0.93,1662.997406,0,1,85,58,2021-11-12 05:00:00,5,12,11,4,4,0,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1597.7664241791665,414.04914520530417,1982.098322,848.0900177,1611.612655,1513.514493,1627.348336,51.38475100000005,149.48291300000005,1751.0197,1662.997406
11.6,105,0.93,1961.963232,0,1,86,51,2021-11-12 06:00:00,6,12,11,4,4,0,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1610.2233335958333,420.54333491562625,1982.098322,848.0900177,1662.997406,1662.997406,1905.922728,298.9658260000001,298.9658260000001,1859.7327,1961.963232
11.3,108,0.93,1965.829169,0,1,86,51,2021-11-12 07:00:00,7,12,11,4,4,0,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1610.3844143041667,420.68463618359544,1982.098322,848.0900177,1961.963232,1961.963232,2175.447154,3.865937000000031,3.865937000000031,2103.4312,1965.829169
11.4,108,0.93,1983.225887,0,1,86,51,2021-11-12 08:00:00,8,12,11,4,4,0,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1611.2703582625,421.4788773380927,1983.225887,848.0900177,1965.829169,1961.963232,2213.950644,17.396717999999964,21.262654999999995,2067.2952,1983.225887
11.4,107,0.93,1964.862685,0,1,82,63,2021-11-12 09:00:00,9,12,11,4,4,0,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1610.5522067208333,420.8337475106525,1983.225887,848.0900177,1983.225887,1982.098322,2213.950644,-18.363202,-17.235636999999997,2085.1423,1964.862685
11.4,109,0.93,2001.58909,0,1,82,63,2021-11-12 10:00:00,10,12,11,4,4,0,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1612.9080123041667,422.94063865218783,2001.58909,848.0900177,1964.862685,1945.049756,2156.195409,36.726404999999886,56.53933400000005,2075.8408,2001.58909
11.5,107,0.93,1982.098322,0,1,82,63,2021-11-12 11:00:00,11,12,11,4,4,0,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1614.4517025541666,424.27114911282325,2001.58909,848.0900177,2001.58909,1945.049756,2156.195409,-19.49076799999989,37.048566000000164,2112.1506,1982.098322
11.5,106,0.93,1963.574039,0,1,80,73,2021-11-12 12:00:00,12,12,11,4,4,0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1615.2235476791666,424.91509219794636,2001.58909,848.0900177,1982.098322,1945.049756,2156.195409,-18.52428299999997,18.524283000000196,2089.887,1963.574039
11.5,102,0.93,1889.476905,0,1,80,73,2021-11-12 13:00:00,13,12,11,4,4,0,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1612.9080122208334,423.1874964087376,2001.58909,848.0900177,1963.574039,1945.049756,2156.195409,-74.0971340000001,-55.5728509999999,2104.7842,1889.4769050000002
11.5,98,0.93,1815.379772,0,1,80,73,2021-11-12 14:00:00,14,12,11,4,4,0,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1606.8003680541667,418.9674731134494,2001.58909,848.0900177,1889.476905,1961.963232,2077.542982,-74.09713299999999,-146.58346000000006,2019.1526,1815.3797719999998
11.6,94,0.93,1756.424227,0,1,78,85,2021-11-12 15:00:00,15,12,11,4,4,0,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1598.236242845833,413.4564000245085,2001.58909,848.0900177,1815.379772,1961.963232,2059.936686,-58.95554500000003,-205.5390050000001,1849.8357,1756.4242269999997
11.6,91,0.93,1700.368134,0,1,78,85,2021-11-12 16:00:00,16,12,11,4,4,0,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1595.2696728041667,412.4127864740826,2001.58909,848.0900177,1756.424227,1771.565815,1905.922728,-56.05609299999992,-71.19768099999987,1626.7638,1700.368134
11.7,95,0.93,1790.41226,0,1,78,85,2021-11-12 17:00:00,17,12,11,4,4,0,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1591.3433301374998,409.9794219793228,2001.58909,848.0900177,1700.368134,1884.644484,1961.045245,90.044126,-94.23222399999986,1369.1729,1790.41226
11.7,61,0.93,1149.633135,0,1,75,73,2021-11-12 18:00:00,18,12,11,4,4,0,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1592.1285986791665,409.07597819129415,2001.58909,848.0900177,1790.41226,1130.78669,1174.356428,-640.779125,18.84644500000013,1066.6038,1149.6331349999998
11.7,60,0.93,1130.78669,0,1,75,73,2021-11-12 19:00:00,19,12,11,4,4,0,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1594.4844042625,406.1160021669157,2001.58909,848.0900177,1149.633135,1074.247356,1174.356428,-18.84644500000013,56.539333999999826,903.10315,1130.78669
11.7,56,0.93,1055.400911,0,1,75,73,2021-11-12 20:00:00,20,12,11,4,4,0,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1600.7665525458333,396.021443014716,2001.58909,848.0900177,1130.78669,904.6293522,1097.349449,-75.38577899999996,150.77155879999998,808.61554,1055.400911
11.8,48,0.93,912.361227,0,1,76,90,2021-11-12 21:00:00,21,12,11,4,4,0,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1603.4445196,390.89453856745314,2001.58909,848.0900177,1055.400911,848.0900177,1039.594215,-143.03968399999997,64.27120930000001,807.4656,912.361227
11.8,46,0.93,874.3461759,0,1,76,90,2021-11-12 22:00:00,22,12,11,4,4,0,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1604.5385261916665,388.71928360787064,2001.58909,848.0900177,912.361227,848.0900177,866.3285127,-38.01505109999994,26.256158200000073,786.4562,874.3461759000002
11.8,45,0.93,855.3386503,0,1,76,90,2021-11-12 23:00:00,23,12,11,4,4,0,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1604.84055255,388.1083215041056,2001.58909,855.3386503,874.3461759,848.0900177,866.3285127,-19.007525600000008,7.2486326000000645,881.8404,855.3386503
11.6,74,0.89,1323.245248,0,1,79,85,2021-11-13 00:00:00,0,13,11,5,4,1,0.0,1.0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1592.2413262999999,392.28980373099205,2001.58909,855.3386503,855.3386503,1625.626678,1271.020452,467.9065976999999,-302.38143000000014,983.3471,1323.245248
11.6,74,0.89,1323.245248,0,1,79,85,2021-11-13 01:00:00,1,13,11,5,4,1,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1579.6421000499997,396.00912423294903,2001.58909,855.3386503,1323.245248,1625.626678,1271.020452,0.0,-302.38143000000014,1092.0643,1323.245248
11.6,74,0.89,1323.245248,0,1,79,85,2021-11-13 02:00:00,2,13,11,5,4,1,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1567.0428737999998,399.2791984489991,2001.58909,855.3386503,1323.245248,1625.626678,1271.020452,0.0,-302.38143000000014,1132.7936,1323.245248
11.6,74,0.89,1323.245248,0,1,84,65,2021-11-13 03:00:00,3,13,11,5,4,1,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1555.027565175,402.207776435575,2001.58909,855.3386503,1323.245248,1611.612655,1260.157029,0.0,-288.36740699999996,1153.6537,1323.245248
11.6,80,0.89,1430.535403,0,1,84,65,2021-11-13 04:00:00,4,13,11,5,4,1,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1547.482679675,402.79811610134595,2001.58909,855.3386503,1323.245248,1611.612655,1249.293606,107.29015500000014,-181.07725199999982,1249.774,1430.535403
11.4,86,0.89,1511.311324,0,1,84,65,2021-11-13 05:00:00,5,13,11,5,4,1,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1541.1624262583334,402.0962157297168,2001.58909,855.3386503,1430.535403,1662.997406,1315.83207,80.77592099999993,-151.68608199999994,1475.5985,1511.311324
11.5,90,0.89,1595.478601,0,1,85,62,2021-11-13 06:00:00,6,13,11,5,4,1,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1525.8922333,392.259456720308,2001.58909,855.3386503,1511.311324,1961.963232,1988.685312,84.16727700000001,-366.48463100000004,1585.4531,1595.478601
11.6,90,0.89,1609.352328,0,1,85,62,2021-11-13 07:00:00,7,13,11,5,4,1,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1511.0390315916668,381.47758094023226,2001.58909,855.3386503,1595.478601,1965.829169,2106.825033,13.873726999999917,-356.47684100000015,1746.18,1609.3523279999997
11.6,93,0.89,1662.997406,0,1,85,62,2021-11-13 08:00:00,8,13,11,5,4,1,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1497.6961782166666,369.6612132247461,2001.58909,855.3386503,1609.352328,1983.225887,2106.825033,53.64507800000001,-320.2284810000001,1701.8544,1662.997406
11.5,104,0.89,1843.664162,0,1,84,68,2021-11-13 09:00:00,9,13,11,5,4,1,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1492.6462397583334,363.7828870299695,2001.58909,855.3386503,1662.997406,1964.862685,1968.995358,180.66675600000008,-121.19852300000002,1673.5013,1843.664162
11.5,109,0.89,1932.301862,0,1,84,68,2021-11-13 10:00:00,10,13,11,5,4,1,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1489.759271925,359.8216923133668,1982.098322,855.3386503,1843.664162,2001.58909,2085.267929,88.6377,-69.28722799999991,1770.4844,1932.301862
